506	488	44.000000
506	2127	35.000000
506	583	67.000000
488	502	56.000000
505	506	40.000000
498	505	31.000000
2003	498	30.000000
496	2003	72.000000
30	496	42.000000
2009	30	34.000000
2009	71	59.000000
2010	2009	32.000000
2011	2010	43.000000
495	2011	81.000000
495	2151	64.000000
125	495	30.000000
2016	125	32.000000
2016	2198	69.000000
2017	2016	53.000000
219	2017	71.000000
219	217	33.000000
2021	219	69.000000
502	2021	94.000000
502	287	61.000000
530	4	38.000000
530	583	95.000000
4	538	45.000000
538	525	32.000000
525	2031	39.000000
2031	537	59.000000
537	69	41.000000
69	2035	41.000000
69	71	39.000000
2035	529	34.000000
529	522	40.000000
522	536	45.000000
522	2151	43.000000
536	143	54.000000
143	2043	41.000000
143	2198	39.000000
2043	2044	39.000000
2044	174	74.000000
2044	217	55.000000
174	553	68.000000
553	540	82.000000
553	281	42.000000
540	530	64.000000
540	1068	51.000000
29	30	32.000000
29	2035	59.000000
23	29	48.000000
42	23	32.000000
36	42	265.000000
52	36	73.000000
41	52	45.000000
39	41	34.000000
39	951	73.000000
27	39	71.000000
2082	27	65.000000
21	2082	44.000000
71	2087	52.000000
71	558	106.000000
2087	2102	236.000000
2102	82	67.000000
82	62	50.000000
62	75	37.000000
75	68	78.000000
68	2114	56.000000
2114	56	41.000000
2118	4	33.000000
0	2118	111.000000
10	0	82.000000
2127	15	110.000000
15	20	71.000000
2138	2011	69.000000
2138	536	53.000000
91	2138	62.000000
95	91	82.000000
90	95	121.000000
2151	106	72.000000
106	110	80.000000
110	105	116.000000
2167	125	47.000000
2167	2043	67.000000
119	2167	63.000000
116	119	85.000000
114	116	47.000000
120	114	94.000000
120	372	60.000000
123	120	301.000000
2198	140	49.000000
140	150	114.000000
150	145	101.000000
150	372	60.000000
145	148	57.000000
148	142	258.000000
173	2017	71.000000
173	174	36.000000
2235	173	146.000000
163	2235	111.000000
2241	163	42.000000
170	2241	49.000000
170	401	37.000000
2252	170	170.000000
165	2252	136.000000
167	165	35.000000
217	202	98.000000
202	204	46.000000
204	206	85.000000
206	200	109.000000
200	2283	167.000000
2283	208	134.000000
208	209	35.000000
229	2021	57.000000
229	251	41.000000
251	540	69.000000
261	229	87.000000
238	261	127.000000
2305	238	82.000000
266	2305	73.000000
247	266	90.000000
247	387	102.000000
237	247	51.000000
237	910	48.000000
256	237	47.000000
244	256	118.000000
249	244	168.000000
242	249	125.000000
277	242	81.000000
910	912	145.000000
281	308	100.000000
287	281	33.000000
308	284	58.000000
284	297	55.000000
297	2360	89.000000
2360	310	79.000000
310	302	67.000000
302	292	43.000000
302	910	44.000000
292	294	55.000000
294	299	112.000000
299	304	150.000000
304	288	126.000000
288	325	78.000000
897	292	70.000000
897	247	57.000000
398	349	45.000000
349	114	60.000000
349	145	60.000000
390	398	45.000000
404	390	79.000000
404	403	69.000000
394	404	43.000000
391	394	135.000000
387	391	46.000000
372	427	61.000000
427	433	32.000000
433	2523	62.000000
433	403	82.000000
2523	425	53.000000
425	423	162.000000
423	420	118.000000
420	302	61.000000
898	897	181.000000
665	898	80.000000
832	665	39.000000
832	2963	63.000000
912	635	98.000000
635	867	45.000000
635	2963	53.000000
867	873	52.000000
604	488	94.000000
604	4	50.000000
606	604	49.000000
606	2740	80.000000
726	606	46.000000
818	726	255.000000
2581	818	103.000000
2584	2581	61.000000
2586	2584	43.000000
2894	2586	49.000000
2894	791	31.000000
805	2586	49.000000
805	822	40.000000
583	611	57.000000
583	2740	59.000000
611	704	52.000000
704	797	93.000000
704	2698	101.000000
797	793	107.000000
793	2606	62.000000
2606	2608	44.000000
2608	822	62.000000
2608	791	73.000000
822	2637	63.000000
822	2838	68.000000
791	862	36.000000
2611	2838	63.000000
2611	2894	61.000000
2838	836	37.000000
764	2611	118.000000
766	764	35.000000
767	766	101.000000
762	767	52.000000
770	762	56.000000
779	770	124.000000
2893	2637	54.000000
2893	2894	55.000000
2637	749	67.000000
749	736	31.000000
736	738	117.000000
738	741	43.000000
741	743	44.000000
743	757	122.000000
716	726	103.000000
718	716	37.000000
722	718	189.000000
720	722	62.000000
735	720	96.000000
2698	696	195.000000
696	698	59.000000
698	715	90.000000
597	611	59.000000
597	604	33.000000
591	597	45.000000
595	591	37.000000
593	595	96.000000
599	593	70.000000
972	599	67.000000
972	588	95.000000
939	599	48.000000
939	930	79.000000
2740	579	40.000000
579	577	61.000000
577	573	87.000000
573	930	59.000000
573	588	40.000000
930	928	31.000000
588	973	40.000000
588	1050	67.000000
951	950	33.000000
950	946	63.000000
946	936	62.000000
936	948	81.000000
948	572	40.000000
572	560	39.000000
572	3031	63.000000
560	938	53.000000
560	1050	64.000000
938	939	33.000000
928	838	51.000000
838	924	32.000000
838	839	38.000000
924	932	40.000000
932	942	77.000000
942	941	102.000000
941	926	117.000000
926	967	100.000000
990	994	119.000000
994	75	77.000000
994	1033	164.000000
985	990	33.000000
1001	985	121.000000
568	1001	62.000000
568	3031	48.000000
973	568	60.000000
971	972	40.000000
895	971	47.000000
968	895	49.000000
968	839	105.000000
977	968	45.000000
979	977	43.000000
987	979	34.000000
982	987	113.000000
974	982	121.000000
1012	974	117.000000
833	832	48.000000
840	833	80.000000
836	840	54.000000
826	805	40.000000
828	826	55.000000
823	828	101.000000
829	823	183.000000
853	829	99.000000
839	853	87.000000
873	875	99.000000
875	877	48.000000
877	2893	39.000000
862	868	56.000000
868	860	94.000000
860	880	181.000000
880	890	103.000000
890	2926	77.000000
2926	924	75.000000
2926	895	53.000000
2932	665	47.000000
2932	867	59.000000
674	2932	38.000000
664	674	118.000000
668	664	92.000000
670	668	34.000000
667	670	53.000000
683	667	44.000000
684	683	143.000000
2963	639	31.000000
639	641	60.000000
641	643	72.000000
643	636	84.000000
636	653	79.000000
653	654	39.000000
654	651	99.000000
651	652	35.000000
2998	951	196.000000
1017	2998	80.000000
1026	1017	74.000000
1033	1036	44.000000
1036	1039	55.000000
1039	1048	70.000000
565	29	126.000000
3031	565	38.000000
558	3040	33.000000
3040	560	53.000000
3040	1001	73.000000
1050	1051	35.000000
1052	568	55.000000
1052	939	60.000000
1053	1052	34.000000
1063	502	64.000000
1064	1063	34.000000
1068	1070	36.000000
401	390	71.000000
401	2523	45.000000
403	200	49.000000
